,QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,MisconceptionName
675,675.0,2010.0,Read a decimal on a scale where the required measurement is marked by a dash between two numbers,222.0,Ordering Decimals,C,![A number line from 0 to 1 split into 5 parts with a red arrow pointing to the marker for the value 0.4]() What number is the arrow pointing to?,\( 0.2 \),\( 0.5 \),\( 0.4 \),\( 2 \),671.0,,,2053.0,
676,676.0,1273.0,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,251.0,Simplifying Expressions by Collecting Like Terms,C,"Simplify, if possible:
\[
e+e+e
\]",\( e^{3} \),e3,\( 3 e \),Does not simplify,954.0,267.0,,436.0,
677,677.0,3381.0,Use perimeter to write algebraic expressions,157.0,Writing Formula,C,"What is the perimeter of this rectangle? ![A rectangle. The length of a short side is labelled x, and the length of a long side is labelled y.]()",\( x+y \),\( 2 x y \),\( 2 x+2 y \),\( x y \),1357.0,,,1668.0,
678,678.0,3408.0,Complete multi-step mental calculations,203.0,Mental Addition and Subtraction,B,"What is the value of:

\[
485+78-9
\]",\( 398 \),\( 554 \),\( 572 \),\( 444 \),2135.0,,,1383.0,
679,679.0,204.0,Convert the reminders from written division problems into decimals,208.0,Written Division,D,"John has been asked to work out the answer to:
\[
231 \div 4
\]
He gets the answer \( 57 \) remainder \( 3 \)
What is the exact value of that remainder?",\( 3 \),\( 0.34 \),\( 0.3 \),\( 0.75 \),986.0,1046.0,1447.0,,
680,680.0,1425.0,Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a),52.0,Factorising into a Single Bracket,D,"Jo and Paul are arguing about factorising.

Jo says \( p^{2}+16 p \equiv(p+4)(p+4) \)

Paul says \( p^{2}+16 p \equiv p(p+4) \)

Who is correct?",Only Jo,Only Paul,Both Jo and Paul,Neither is correct,838.0,,,,
681,681.0,1042.0,Solve one-step linear inequalities in one variable where the variable appears on one side of the equation,166.0,Solving Linear Inequalities,B,"Tom and Katie are arguing about the solution to this inequality:
\[
15 \geq 4 m
\]

Tom says \( m \) could be \( 4 \)

Katie says \( m \) could be \( 3.75 \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,1880.0,,,1660.0,
682,682.0,2610.0,"Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units",179.0,Compound Area,A,"What is the area of the shaded section of this composite shape made from rectangles? ![A compound shape making a T shape where there is a rectangle across the top and a rectangle attached below this, slightly to the left of the centre. The full width across the top is 32m, the partial width on the left is 10m, the partial width on the right is 11m. The full height on the right is 25m, the partial height on the lower block is 14m. The shaded section is the top rectangle across the full width.]()",\( 352 \mathrm{~m}^{2} \),\( 320 \mathrm{~m}^{2} \),\( 288 \mathrm{~m}^{2} \),\( 332 \mathrm{~m}^{2} \),,1148.0,1148.0,,
683,683.0,471.0,Recognise cube numbers,245.0,"Squares, Cubes, etc",D,Which of the following numbers is a cube number?,\( 3 \),\( 6 \),\( 9 \),None of these numbers are cube numbers,2583.0,2583.0,2576.0,,
684,684.0,179.0,Subtract integers up to 4 digits using a written method where carrying is not needed,206.0,Written Subtraction,C,How should you line up the digits to calculate \( 3152-809 \) ?,\( \begin{array}{r}\quad\space3152 \\ -809\end{array} \),\( \begin{array}{r}\quad\quad3152 \\ -89\end{array} \),\( \begin{array}{r}\space3152 \\ -\space809\end{array} \),\( \begin{array}{r}3152 \\ -\space 89\end{array} \),2203.0,539.0,,539.0,
685,685.0,334.0,Identify common factors of two numbers,219.0,Factors and Highest Common Factor,A,A common factor of \( 6 \) and \( 9 \) is...,\( 3 \),\( 6 \),\( 9 \),\( 18 \),,1702.0,2150.0,710.0,
686,686.0,984.0,"Given a negative x value, find the corresponding y value for curves in the form y = x² + bx + c",265.0,Plotting Quadratics from Tables of Values,B,"\begin{tabular}{llll|l|l}
\( x \) & \( -1 \) & \( 0 \) & \( 1 \) & \( 2 \) & \( 3 \) \\
\hline\( y \) & \( \bigstar \) &  &  \( 3 \)  
\end{tabular} This is a table of values for \( y=x^{2}-x+3 \) What should replace the star?",\( -3 \),\( 5 \),\( 3 \),\( 6 \),1308.0,,1805.0,902.0,
687,687.0,211.0,Round non-integers to the nearest 10,213.0,"Rounding to the Nearest Whole (10, 100, etc)",B,What is \( \mathbf{8 6 9 8 . 9} \) rounded to the nearest ten?,\( 8699 \),\( 8700 \),\( 8690 \),\( 9000 \),2392.0,,1379.0,1248.0,
688,688.0,1741.0,Recognise the angles on a straight line relationship,181.0,"Basic Angle Facts (straight line, opposite, around a point, etc)",C,What is the relationship between these two angles? ![Angles around a point made up of two angles: a green one and a pink one](),They are equal,They are parallel,"They add together to make
\[
180^{\circ}
\]","They add together to make
\[
360^{\circ}
\]",8.0,114.0,,2362.0,
689,689.0,1472.0,"Solve two-step linear equations, with the variable on one side, involving positive fractions",64.0,Linear Equations,A,"Solve the equation:
\(
10=\frac{5}{p}
\)",\( p=0.5 \),\( p=50 \),\( p=2 \),There are no solutions,,1214.0,623.0,1130.0,
690,690.0,1091.0,Recognise when an ascending sequence is linear,171.0,Linear Sequences (nth term),B,"Tom and Katie are discussing linear sequences.

Tom says this is a linear sequence: \( 1,2,4,7,11, \ldots \) 

Katie says this is a linear sequence: \( 1.2,1.4,1.6,1.8,2, \ldots \) 

Who is correct?
",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,1198.0,,1198.0,1198.0,
691,691.0,2028.0,Convert between cm and m,195.0,Length Units,C,\( 27 \mathrm{~cm}=\square \mathrm{m} \),\( 0.3 \),\( 2700 \),\( 0.27 \),\( 2.7 \),1151.0,1651.0,,704.0,
692,692.0,3437.0,Solve missing number mental multiplication problems with decimals,224.0,Multiplying and Dividing with Decimals,A,What should replace the star? \( 0.03 \times \bigstar=0.00009 \),\( 0.003 \),\( 0.03 \),\( 0.3 \),\( 0.0003 \),,2481.0,2481.0,2481.0,
693,693.0,95.0,Complete missing number mental subtraction problems up to 100,203.0,Mental Addition and Subtraction,A,"What should replace the star?
\[
\bigstar-26=28
\]",\( 54 \),\( 2 \),\( -2 \),\( 44 \),,2271.0,2271.0,1383.0,
694,694.0,1627.0,Multiply algebraic fractions where the numerators and denominators are all single terms,1079.0,Multiplying and Dividing Algebraic Fractions,A,"Express the following as a single fraction, writing your answer as simply as possible:

\(
\frac{1}{s} \times \frac{2}{t}
\)",\( \frac{2}{s t} \),\( \frac{t+2 s}{s t} \),\( \frac{3}{s+t} \),\( \frac{3}{s t} \),,1549.0,1980.0,317.0,
695,695.0,854.0,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33.0,BIDMAS,B,\( 18 \div 2+2 \times 2= \),\( 3 \),\( 13 \),\( 22 \),\( 12 \),15.0,,1507.0,,
696,696.0,3118.0,Read a fraction on a scale where the required number is marked by a dash between two numbers,229.0,Converting Mixed Number and Improper Fractions,C,What improper fraction is shown on the number line? ![Line with 5 dashes spaced equally. No dashes at the start and end of the line. First dash marked with a 1 fourth dash marked with a 2. Blue arrow pointing upwards towards the third dash.](),\( \frac{2}{3} \),\( 1 \frac{2}{3} \),\( \frac{5}{3} \),\( \frac{4}{2} \),2124.0,687.0,,2124.0,
697,697.0,2758.0,Calculate the mean as an average from a list of data,102.0,"Averages (mean, median, mode) from a List of Data",B,"Without using a calculator, what is the mean of the following numbers?

\[
2,2,3,3,2
\]",\( 2 \),A little more than \( 2 \),\( 3 \),A little less than \( 2 \),377.0,,836.0,,
698,698.0,2969.0,Calculate the probability of two independent events occurring without drawing a tree diagram,349.0,Combined Events,B,"![Two spinners shown. The first spinner has the numbers 1-4 and the second spinner has the number 1-5.]() You spin the above fair spinners
What is the probability of getting a \( 1 \) on both spinners?",\( \frac{1}{9} \),\( \frac{1}{20} \),\( \frac{2}{9} \),\( \frac{2}{20} \),1280.0,,217.0,317.0,
699,699.0,2774.0,Calculate the range from a list of data,339.0,Range and Interquartile Range from a List of Data,B,"Tom and Katie are discussing the \( 5 \) plants with these heights:
\[
23 \mathrm{~cm}, \quad 17 \mathrm{~cm}, \quad 40 \mathrm{~cm}, \quad 25 \mathrm{~cm}, \quad 31 \mathrm{~cm}
\]

Tom says if all the plants doubled in height, the range wouldn't change.

Katie says if all the plants grew by \( 12 \mathrm{~cm} \) each, the range wouldn't change.
Who do you agree with?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,1287.0,,1287.0,1073.0,
700,700.0,1614.0,Simplify an algebraic fraction by factorising both the numerator and denominator,1077.0,Simplifying Algebraic Fractions,C,"Simplify the following, if possible: \( \frac{t^{2}-1}{t+1} \)",\( t \),\( t+1 \),\( t-1 \),Does not simplify,2398.0,,,113.0,
701,701.0,1137.0,Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one,171.0,Linear Sequences (nth term),D,"If the original sequence looks like this: ![Two patterns made of squares. Pattern 1 consists of a central column of three squares, with an extra square either side, making a cross. Pattern two consists of two central columns of three squares with one extra square either side. ]() There are \( 302 \) squares in Pattern \( 100 \). But if the shape changes to this: ![These patterns are the same as those in the first picture except that in each, the second block from each column of three has been removed. ]() How many squares would there be in Pattern \( 100 \) now?",\( 301 \),\( 300 \),\( 299 \),\( 202 \),1737.0,1737.0,,,
702,702.0,216.0,Round decimals to the nearest whole number,213.0,"Rounding to the Nearest Whole (10, 100, etc)",D,"\[
0.059623
\]
What is this number rounded to the nearest integer?",\( 0.06 \),\( 0.05 \),\( 1 \),\( 0 \),1248.0,1248.0,1988.0,,
703,703.0,1776.0,Find missing angles in a parallelogram,183.0,Angles in Polygons,C,"What is the size of angle \( p \) in this quadrilateral? ![Parallelogram showing 65 degrees in bottom left angles, and missing angle p, in top left]()",\( 65^{\circ} \),\( 125^{\circ} \),\( 115^{\circ} \),Not enough information to work it out,1505.0,699.0,,451.0,
704,704.0,2598.0,"Given the perimeter, work out a missing length requiring knowledge of the geometrical properties of the shape",75.0,Area of Simple Shapes,C,"A shape is made up of a square and a rectangle. ![\begin{tabular}{|l|l|}
\hline & \\
\hline & \\
\hline
\end{tabular}]() The perimeter of the shape is \( 30 \mathrm{~cm} \). The area of the square is \( 16 \mathrm{~cm}^{2} \).
What is the area of the shape?",\( 4 \mathrm{~cm}^{2} \),\( 60 \mathrm{~cm}^{2} \),\( 44 \mathrm{~cm}^{2} \),\( 104 \mathrm{~cm}^{2} \),1527.0,,,,
705,705.0,207.0,Round integers to the nearest 100,213.0,"Rounding to the Nearest Whole (10, 100, etc)",C,"A number rounds to \( 20,000 \) when rounded to the nearest ten thousand, thousand and hundred.
Which number could this be?",\( 19199 \),\( 20074 \),\( 20043 \),\( 19949 \),1988.0,1379.0,,1988.0,
706,706.0,1755.0,Identify corresponding angles,182.0,Angle Facts with Parallel Lines,B,These marked angles are: ![A pair of parallel lines drawn pointing up to the right. A straight line is drawn that crosses both parallel lines. The angles formed above the straight line and to the right of each of the parallel lines is marked.](),Alternate,Corresponding,Co-Interior,Parallel,2454.0,,785.0,280.0,
707,707.0,1561.0,Read values off a real life graph,58.0,Real Life Graphs,B,"![A linear graph showing that 10 miles = £8. ]() The graph can be used to work out how much Kay's company pays her for travel.

Kay's company paid her \( £ 80 \)

How many miles did she travel?",\( 96 \),\( 100 \),\( 64 \),\( 80 \),,,11.0,1100.0,
708,708.0,3319.0,"Solve problems involving converting between fractions, decimals and percentages",238.0,Converting between Fractions and Percentages,B,\( 0.4=\frac{2}{5}=? \% \),\( 25 \% \),\( 40 \% \),\( 50 \% \),\( 4 \% \),1786.0,,,61.0,
709,709.0,921.0,Recognise the equations of vertical lines from a diagram,258.0,Horizontal and Vertical Lines,D,"What is the equation of this line? ![A coordinate grid with a red line drawn on passing through the points: (-2,-10) (-2,-2) (-2, 0) (-2,4) (-2,10)]()",\( y=10 \),\( x=-1 \),\( y=-2 \),\( x=-2 \),,445.0,2113.0,,
710,710.0,2376.0,Identify a rectangle when presented non-conventionally,406.0,Naming Co-ordinates in 2D,D,![A rhombus drawn on a grid]() What shape do you get if you join up the midpoints of the sides of this shape?,Square,Rhombus,Kite,Rectangle,1180.0,1180.0,1180.0,,
711,711.0,3226.0,Write a missing term of a descending integer linear sequence,171.0,Linear Sequences (nth term),C,"\( 53, \quad 46, \quad 39, \quad \ldots \) What is the \( 8^{\text {th }} \) term in this linear sequence?",\( 32 \),\( 5 \),\( 4 \),\( -3 \),672.0,,,,
712,712.0,3175.0,For a given output find the input of a function machine,649.0,Function Machines,B,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""+¼"" written inside it and the final rectangle has ""output"" written above it and ""8"" written inside it.]() What is the input of this function machine?",\( 8 \frac{1}{4} \),\( 7 \frac{3}{4} \),\( 2 \),\( 32 \),2271.0,,520.0,674.0,
713,713.0,2867.0,"Given the sector angle on a pie chart, calculate the frequency of a group",109.0,Pie Chart,B,"The pie chart shows the meal choices of guests at a wedding.

If there were \( 540 \) people at the wedding, which of the following would calculate how many people chose pork? ![A pie chart split into four parts, labelled with meal choices. The part for Beef is 150 degrees, Pork is 40 degrees and Other is 80 degrees. The angle for Vegetarian is labelled with a square right angle symbol.]()",\( \frac{360}{40} \times 540 \),\( \frac{40}{360} \times 540 \),\( \frac{40}{540} \times 360 \),You need more information,946.0,,,1329.0,
714,714.0,3115.0,Carry out a subtraction problem with positive integers where the answer is less than 0,202.0,Place Value,C,\( 609-1000= \),\( -401 \),\( 391 \),\( -391 \),This problem cannot be solved,,1054.0,,712.0,
715,715.0,1470.0,"Solve two-step linear equations, with the variable on one side, with all positive integers",64.0,Linear Equations,A,"Tom and Katie are arguing about a first step to solve this equation:
\(
\frac{m}{4}-1=20
\)
Tom says you can write: \( \frac{m}{4}=21 \)
Katie says you can write: \( m-1=80 \)
Who is correct?","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,,340.0,340.0,1130.0,
716,716.0,1677.0,"Know the bearings of North-West, North-East, South-West and South-East",76.0,Bearings,D,On what bearing is North-West? ![Shows a compass.](),\( 270^{\circ} \),\( 225^{\circ} \),\( 045^{\circ} \),\( 315^{\circ} \),263.0,,1040.0,,
717,717.0,1437.0,Factorise a quadratic expression in the form x² - c,254.0,Difference of Two Squares,C,"Factorise this expression, if possible: \( p^{2}-100 \)",\( p(p-10) \),\( (p-10)(p-10) \),\( (p-10)(p+10) \),Does not factorise,113.0,547.0,,113.0,
718,718.0,3134.0,Identify factors of algebraic expressions,219.0,Factors and Highest Common Factor,C,"Tom and Katie are discussing factors of \( \mathbf{1 2 y} \)
Tom says \( y \) is a factor of \( 12 y \)
Katie says \( 3 \) is a factor of \( 12 y \)
Who do you agree with?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,331.0,1614.0,,331.0,
719,719.0,207.0,Round integers to the nearest 100,213.0,"Rounding to the Nearest Whole (10, 100, etc)",C,What is \( \mathbf{3 2 0} 050 \) rounded to the nearest hundred?,\( 321000 \),\( 320050 \),\( 320100 \),\( 320000 \),,1248.0,,,
720,720.0,1290.0,Prove statements involving multiples,1081.0,Algebraic Proof,C,Which of the following expressions is always a multiple of \( 5 \) if \( n \) is a positive integer.,\( n+5 \),\( 2 n+3 \),\( 10 n \),\( 5 n+2 \),1524.0,845.0,,2027.0,
721,721.0,220.0,Round numbers greater than 1 to one significant figure,215.0,Rounding to Significant Figures,B,What is \( \mathbf{4 5 . 6 2 8} \) rounded to one significant figure?,\( 45.6 \),\( 50 \),\( 40 \),\( 4 \),739.0,,1379.0,,
722,722.0,1477.0,"Solve three or more step linear equations, with the variable on one side, involving negative integers",64.0,Linear Equations,A,"Tom and Katie are discussing how to solve:
\(\frac{5 x}{3}-1=-2\)

Tom says a correct next line of working could be: \( 5 x-3=-6 \)

Katie says a correct next line of working could be: \( \frac{5 x}{3}=-3 \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,,1214.0,340.0,
723,723.0,1017.0,"Given a sketch of a quadratic graph, f(x), write down the solutions to f(x) = a",65.0,Quadratic Equations,C,"According to the graph, what is the approximate solution to
\(x^{2}-x-9=-6\) ![A set of axes with the quadratic graph y=x^2-x-9 drawn on.]()",\( x=-9 \),"\( x=3.5, \quad x=-2.5 \)","\( x=2.2, \quad x=-1.2 \)",No real solutions,379.0,212.0,,,
724,724.0,2646.0,"Reflect an object or a point in a horizontal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",92.0,Reflection,C,"The triangle is reflected in the dashed line.
What are the new coordinates of point \( P \) ? ![A set of axes: x-axis from -1 to 5, y-axis from -3 to 4. Three points are plotted and joined to make a triangle: (2, 2), (4, 2), (3, 3). Point (3, 3) is labelled with the letter ""P"". The line y=1 is shown with a purple dashed line.
]()","\( (3,3) \)","\( (3,0) \)","\( (3,-1) \)","\( (3,-3) \)",1990.0,1990.0,,1990.0,
725,725.0,3175.0,For a given output find the input of a function machine,649.0,Function Machines,D,![Image of a function machine. The function is subtract 3 and the output is 7]() What is the input of this function machine?,\( 21 \),\( -4 \),\( 4 \),\( 10 \),481.0,1510.0,458.0,,
726,726.0,2600.0,"Calculate compound area involving just rectangles and squares, where the dimensions are given in the same units",179.0,Compound Area,A,"What is the area of this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled 15 cm, 12 cm, 7 cm and 7 cm. Two sides are unlabelled]()",\( 124 \mathrm{~cm}^{2} \),\( 154 \mathrm{~cm}^{2} \),\( 180 \mathrm{~cm}^{2} \),\( 189 \mathrm{~cm}^{2} \),,1953.0,743.0,,
727,727.0,1507.0,Solve a linear equation using a function machine,171.0,Linear Sequences (nth term),B,"If I put the numbers \( 4 \) and \( 9 \) into this function machine, what comes out? ![Flow chart starting with instruction ""In"" inside a blue rimmed circle, then ""+ 5"" inside a red rimmed square, then ""double"" inside a red rimmed square and lastly,  ""Out"" inside a blue rimmed circle.]()",\( 9 \) and \( 14 \),\( 18 \) and \( 28 \),\( 81 \) and \( 196 \),\( -3 \) and \( -0.5 \),,,2316.0,2389.0,
728,728.0,3120.0,Insert brackets to make a calculation correct,33.0,BIDMAS,D,Add brackets to this calculation to make the answer \( 7 \). \( 16-6+4 \div 2 \),\( 16-(6+4) \div 2 \),\( (16-6)+4 \div 2 \),\( 16-6+(4 \div 2) \),\( (16-6+4) \div 2 \),1507.0,1507.0,1507.0,,
729,729.0,900.0,"Given a positive x value, find a y value in a table of values for lines in the form y = mx + c ",257.0,Plotting Lines from Tables of Values,B,"This is a table of values for \( y=2 x+c \) What should replace the star? ![\begin{tabular}{l|l|l|c}
\( x \) & & \( 0 \) & \( 3 \) \\
\hline\( y \) & \( -5 \) & \( -3 \) & ఔ
\end{tabular}]()",\( -1 \),\( 3 \),\( 6 \),\( -3 \),1818.0,,1543.0,,
730,730.0,571.0,Shade percentages of a shape where the percent is a multiple of 10,233.0,Percentages of an Amount,D,How many rectangles would you need to shade so that \( 60 \% \) of this shape is shaded? ![A rectangle split into 20 equal parts](),\( 6 \),\( 3 \),\( 16 \),\( 12 \),302.0,2238.0,,,
731,731.0,471.0,Recognise cube numbers,245.0,"Squares, Cubes, etc",A,Which of the following numbers is a cube number?,\( 1 \),\( 3 \),\( 9 \),None of these numbers are cube numbers,,1618.0,2576.0,2583.0,
732,732.0,1065.0,"Represent the solution to a graphical inequality involving a combination of vertical, horizontal and diagonal lines",167.0,Graphing Linear Inequalities (Shading Regions),C,"The diagram on the right shows the lines \( 2=x+y \) and \( x=y \)

Which of the following coordinates satisfies the following inequalities?
\[
2<x+y \text { and } x<y
\] ![A graph showing all 4 quadrants. x axis from -2 to 5 and y axis from -3 to 5. A red line from top left sloping downwards to bottom right, going through 2 on the x axis and 2 on the y axis. A black line going from bottom left sloping upwards to top right. Going through 0 on the x axis and 0 on the y axis (only one intercept) ]()","\( (3,1) \)","\( (1,1) \)","\( (1,3) \)","\( (-3,1) \)",,1682.0,,,
733,733.0,196.0,Divide integers of 3 or more digits using short division,208.0,Written Division,C,"\[
3 \times \square=384
\]

Find the missing number.",\( 121 \),\( 1152 \),\( 128 \),\( 161 \),339.0,2271.0,,138.0,
734,734.0,3346.0,Identify the order of rotational symmetry of a shape,88.0,Properties of Quadrilaterals,A,Which shape has rotational symmetry order \( 2 \) ?,![Rectangle](),![Square](),![Trapezium](),![Hexagon](),,2355.0,2355.0,1007.0,
735,735.0,2600.0,"Calculate compound area involving just rectangles and squares, where the dimensions are given in the same units",179.0,Compound Area,B,"What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape that looks like a staircase going up from left to right, consisting of 3 steps. The full width of the diagram is 23m, the width of the first lower step is 7m, the width of the third top step is 6m. The full height of the diagram is 22m, the height os the first lower step is 5m, the height of the third top step is 8m. The shaded section is a rectangle which starts in the top left of the second (middle) step and finishes in the bottom right of the diagram.]()",\( 120 \mathrm{~m}^{2} \),\( 224 \mathrm{~m}^{2} \),\( 130 \mathrm{~m}^{2} \),\( 108 \mathrm{~m}^{2} \),1527.0,,1527.0,1527.0,
736,736.0,3346.0,Identify the order of rotational symmetry of a shape,175.0,Properties of Triangles,A,"In which region would an isosceles triangle belong? ![Venn diagram with two circles labelled with 'exactly one line of symmetry' and 'rotational symmetry of order 3'. A is in the only exactly one line of symmetry region, B is in the intersection, C is in the only rotational symmetry of order 3 region and D is outside the two circles.]()",A,B,C,D,,926.0,,,
737,737.0,722.0,Write a surd in the form √a in a simplified form,248.0,Simplifying Surds,A,"\(
\sqrt{75}=n \sqrt{3}
\)

What is the value of \( n \) ?",\( 5 \),\( 25 \),\( 9 \),\( 72 \),,2384.0,,1140.0,
738,738.0,2674.0,"Rotate an object or point 900 clockwise or anticlockwise about a point, where the point lies on the edge or outside of the object",93.0,Rotation,D,"The blue shape is rotated \( 90^{\circ} \) anticlockwise about \( (-2,2) \). Which shape gives the correct answer? ![A coordinate grid with 5 congruent shapes, one blue and 4 red, which are labelled A, B, C and D. The blue shape has vertices at (-3,5) (-3,4) (-2,4) (-2,3) and (-3,3). Shape A has vertices at (-1,2) (0,2) (1,2) (0,1) (-1,1). Shape B has vertices at (0,-2) (1,-2) (1,-3) (0,-3) (-1,-3). Shape C has vertices at (-4,-2) (-3,-2) (-3,-3) (-4,-3) (-5,-3). Shape D has vertices at (-4,2) (-3,2) (-3,1) (-4,1) (-5,1).]()",A,B,C,D,860.0,1488.0,1640.0,,
739,739.0,3133.0,Write algebraic expressions with correct algebraic convention involving powers,70.0,Writing Expressions,C,"Which answer shows the following calculation using the correct algebraic convention?
\(
l \times 3 \times l \times l \times g \times g
\)",\(l3llgg\),\( l 3 l^{2} g^{2} \),\( 3 g^{2} l^{3} \),\( 3 g g l^{3} \),1630.0,2051.0,,1630.0,
740,740.0,224.0,Round numbers between 0 and 1 to two significant figures,215.0,Rounding to Significant Figures,D,What is \( \mathbf{0 . 0 3 7 3} \) rounded to two significant figures?,\( 0 \),\( 0.0 \),\( 0.04 \),\( 0.037 \),1876.0,1876.0,739.0,,
741,741.0,1262.0,Recognise and name an equation,70.0,Writing Expressions,C,Which of the following is the most appropriate word to describe: \( 6-3 g=3 \),Variable,Expression,Equation,Term,196.0,1834.0,,68.0,
742,742.0,1100.0,Find the nth term rule for a descending integer linear sequence,171.0,Linear Sequences (nth term),D,Here are the first three terms of a sequence \( \begin{array}{llll}94 & 86 & 78 & \ldots\end{array} \) Find an expression for the \( n \)th term of this sequence.,\( 8 n+86 \),\( -8 n+106 \),\( -8 n \),\( -8 n+102 \),2016.0,,1582.0,,
743,743.0,3176.0,"For a given algebraic input, find the output of a function machine",649.0,Function Machines,A,"Tom and Katie are discussing the output of this \( 2 \)-step function machine input \(x\rightarrow+ 10\rightarrow\) multiplied by 3\(\rightarrow\) output Tom says the output is \( \mathbf{3 x}+\mathbf{3 0} \)
Katie says the output is \( \mathbf{1 0}+\mathbf{3} \boldsymbol{x} \)
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,77.0,,,
744,744.0,1754.0,Recognise the notation for parallel lines,262.0,Parallel Lines,B,This notation means that these two lines are: ![Pair of parallel lines](),Equal,Parallel,Perpendicular,Horizontal,1480.0,,1480.0,1480.0,
745,745.0,3174.0,For a given input find the output of a function machine,649.0,Function Machines,A,"![A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""8"" written inside it. The next rectangle has ""✕2"" written inside it, the next rectangle has ""−1"" written inside it and the final rectangle on the right is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 15 \),\( 5 \),\( 14 \),\( 4.5 \),,2389.0,77.0,,
746,746.0,855.0,Use the order of operations to carry out calculations involving brackets,33.0,BIDMAS,B,\( 4+12 \div(2+2)= \),\( 10 \),\( 7 \),\( 12 \),\( 4 \),1507.0,,2488.0,1862.0,
747,747.0,989.0,Identify the line of symmetry of curves in the form (x + a)(x + b),266.0,Sketching from Factorised Form,C,"In which region would \( y=(x+4)(x-2) \) belong? ![A Venn diagram with two overlapping sets. The set on the left is 'Line of symmetry at x = 3' and the set on the right is 'y intercept is negative'. A is in only  'Line of symmetry at x = 3', B is in the intersection, C is in only 'y intercept is negative' and D is outside both sets.]()",A,B,C,D,,1701.0,,,
748,748.0,2480.0,Identify a prism from a diagram,177.0,Names and Properties of 3D Shapes,B,Which of the following shapes is a hexagonal prism?,![A hexagon.](),![A 3D-shape with 2 identical hexagonal faces connected by 6 rectangular faces.](),![A 3D-shape with a hexagonal base and 6 triangular faces that meet at a single vertex above the hexagonal base.](),![A 3D-shape with 2 identical octagonal faces connected by 8 rectangular faces.](),1927.0,,1783.0,374.0,
749,749.0,211.0,Round non-integers to the nearest 10,213.0,"Rounding to the Nearest Whole (10, 100, etc)",A,What is \( \mathbf{9 8 9 . 9 8 9} \) rounded to the nearest ten?,\( 990 \),\( 1000 \),\( 989 \),\( 980 \),,1248.0,2392.0,1379.0,
750,750.0,1614.0,Simplify an algebraic fraction by factorising both the numerator and denominator,1077.0,Simplifying Algebraic Fractions,D,"Simplify the following, if possible:
\(
\frac{3 m+15}{m^{2}-2 m+15}
\)",\( \frac{3}{m-2} \),\( \frac{3 m}{m^{2}-2 m} \),\( \frac{3}{m-3} \),Does not simplify,,143.0,,,
751,751.0,2869.0,Interpret a pie chart,109.0,Pie Chart,D,A darts player hits his target \( 40 \% \) of the time. Which pie chart represents his hits and misses?,![Pie chart showing hits highlighted with 320 degrees of the chart and misses with 40 degrees.](),"![Pie chart showing hits with 2/3 of the chart and misses, highlighted in red, with 1/3]()","![Pie chart showing hits, in white, with 320 degrees of the chart and misses, highlighted in red, with 40 degrees.]()","![Pie chart showing hits with just over 1/3 of the chart, highlighted in red and misses, in white, with just under 2/3]()",,1769.0,,,
752,752.0,2861.0,Construct a pictogram involving fractions of symbols,108.0,Pictogram,A,![A pictogram is shown. One smiley face = 12 people. Salt and vinegar 2 faces. Ready salted 1 face. Prawn cocktail 3.5 faces. Other 2 faces]() What is missing from this pictogram?,What question was asked,Nothing,A key,"Other needs to
say what
flavour it is",,1767.0,,252.0,
753,753.0,948.0,"Given a line segment, calculate the gradient where the gradient is a negative integer",261.0,Gradient as change in y over change in x,D,"What is the gradient of this line? ![A set of axes with a graph drawn on. The graph passes through the points (1,2) and (0,6).]()",\( -1 \),\( -\frac{1}{4} \),\( -1.5 \),\( -4 \),,1704.0,1849.0,,
