,QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,MisconceptionName
187,187.0,165.0,Carry out mental divisions when the answer leaves a remainder,204.0,Mental Multiplication and Division,D,"Sarah has some apples.
She shares them into \( 6 \) equal groups and there is one left over.
How many apples could she have?",\( 66 \),\( 30 \),\( 35 \),\( 43 \),,,2329.0,,
188,188.0,2646.0,"Reflect an object or a point in a horizontal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",92.0,Reflection,D,"Tom and Katie are arguing about how to reflect the object in the line of reflection. Who reflects it correctly? ![A grid with a left-leaning parallelogram drawn in the upper half and a blue line across the middle, marked 'line of reflection'. ]() ![Tom does this: an image of a grid with a left-leaning parallelogram drawn in the upper half, a blue line across the middle and a left-leaning parallelogram drawn immediately below. ]() ![Katie does this: An image of a grid with a left-leaning parallelogram drawn in the upper half, a blue line across the middle and a left-leaning parallelogram drawn one line down from the blue line. ]()","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,1990.0,1990.0,1990.0,,
189,189.0,1104.0,Use the nth term rule for descending integer linear sequences to find another term in a the sequence,171.0,Linear Sequences (nth term),A,What is the \( 15 \) th term of this sequence? \( u_{n}=1-3 n \),\( -44 \),\( -46 \),\( -14 \),\( -30 \),,736.0,,1507.0,
190,190.0,978.0,Solve coordinate geometry questions involving ratio,241.0,Sharing in a Ratio,D,"![A straight line on squared paper. Points P, Q and R lie on this line. The leftmost end of the line is labelled P. If you travel right 4 squares and up 1 square you get to point Q. If you then travel 8 squares right and 2 squares up from Q you reach point R.]() What is the ratio of \( P Q: P R \) ?",\( 1: 12 \),\( 1: 4 \),\( 1: 2 \),\( 1: 3 \),221.0,644.0,644.0,,
191,191.0,239.0,Order negative decimals with a different number of digits,210.0,Ordering Negative Numbers,B,Which number is closest to zero?,\( -2.1 \),\( -2.01 \),\( -2.105 \),\( -3 \),1981.0,,1981.0,,
192,192.0,217.0,Round numbers to one decimal place,214.0,Rounding to Decimal Places,B,"\[
\text { 2426. } 951
\]
What is this number rounded to \( 1 \) decimal place?",\( 2426.0 \),\( 2427.0 \),\( 2426.9 \),\( 2000 \),1605.0,,1379.0,1248.0,
193,193.0,513.0,Raise an integer to a positive non-unit fraction power,247.0,Laws of Indices,D,\( (27)^{\frac{4}{3}}=? \),\( 36 \),\( 20.25 \),\( 12 \),\( 81 \),1072.0,1437.0,823.0,,
194,194.0,2758.0,Calculate the mean as an average from a list of data,102.0,"Averages (mean, median, mode) from a List of Data",D,"What is the mean of the following numbers?

\[
1,4,7,9,9
\]",\( 7 \),\( 9 \),\( 30 \),\( 6 \),2457.0,377.0,631.0,,
195,195.0,1472.0,"Solve two-step linear equations, with the variable on one side, involving positive fractions",64.0,Linear Equations,D,"Solve the equation:
\(
\frac{t-3}{2}=\frac{1}{8}
\)",\( t=6 \frac{1}{4} \),\( t=1 \),\( t=3 \frac{1}{16} \),\( t=3 \frac{1}{4} \),1566.0,1852.0,1214.0,,
196,196.0,1522.0,Rearrange formulae to change the subject where the subject appears once and two steps are needed,60.0,Rearranging Formula and Equations,C,"Rearrange the following equation to make \( r \) the subject
\(g=2 r+3\)",\( r=\frac{g+3}{2} \),\( r=g+3 \div 2 \),\( r=\frac{g-3}{2} \),\( r=g-\frac{3}{2} \),1971.0,2586.0,,,
197,197.0,2355.0,Recognise perpendicular lines,263.0,Perpendicular Lines,B,These two lines are ... ![Two lines on a graph meeting at a right angle](),parallelogram,perpendicular,parallel,particular,88.0,,813.0,2453.0,
198,198.0,2074.0,Convert from km² to m²,196.0,Area Units,B,\( 2 \mathrm{~km}^{2} \) is the same as _____ \( m^{2} \),\( 2000 \),\( 2000000 \),\( 20000 \),\( 2000000000 \),486.0,,2132.0,1230.0,
199,199.0,328.0,Identify rational and irrational numbers,1082.0,Recurring Decimals to Fractions,A,"Which of these two numbers are rational?

\( \sqrt{36} \) and \( \sqrt{12} \)",\( \sqrt{36} \),\( \sqrt{12} \),Neither,Both,,525.0,525.0,1263.0,
200,200.0,1425.0,Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a),52.0,Factorising into a Single Bracket,A,What should replace the circle when this expression is fully factorised? \( 3 a^{2}+2 a \equiv \bigstar(\triangle a+\bigcirc) \),\( \bigcirc=2 \),\( \bigcirc=a \),\( \bigcirc=2 a \),\( \bigcirc=6 \),,,2549.0,,
201,201.0,3180.0,Recognise a linear graph from its shape,260.0,Finding the Gradient and Intercept of a Line from the Equation,A,"Use a graphing program (e.g. Desmos) to plot the following pairs of functions.
\[
y=3 \text { and } y=-2
\]

Tom says both functions are linear

Katie says both functions are vertical lines

Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,,,2113.0,2511.0,
202,202.0,428.0,Add fractions involving mixed number fractions with the same denominator,230.0,Adding and Subtracting Fractions,A,\( 2 \frac{1}{5}+1 \frac{2}{5}= \) Leave your answer as a mixed number,\( 3 \frac{3}{5} \),\( \frac{18}{5} \),\( \frac{18}{10} \),\( 3 \frac{3}{10} \),,687.0,,217.0,
203,203.0,1399.0,"Calculate the distance between two coordinates in 2D, where all the values are positive integers",410.0,Distance Between Two Co-ordinates,B,"Mark is working out the distance between these two points. What type of triangle would help him? ![Axes with not scales drawn on. Two points are marked, (4,10) and (9,2)]()",Isosceles,Right-angled,Equilateral,Scalene,1658.0,,1658.0,1658.0,
204,204.0,20.0,Write 5 digit numbers and above as words,202.0,Place Value,B,"How do you write this number in words?
\(
204050
\)",Two million and four thousand and fifty,Two hundred and four thousand and fifty,Two hundred and four and fifty,Two hundred and forty thousand and fifty,874.0,,2327.0,,
205,205.0,192.0,Interpret the value of digits in multiplication calculations using long multiplication,207.0,Written Multiplication,A,What does the product of the two circled numbers represent? ![3847 times 28 written as a long multiplication question. The 8 in 3847 and the 2 in 28 are circled.](),\( 16000 \),\( 1600 \),\( 160 \),\( 16 \),,955.0,1708.0,955.0,
206,206.0,3329.0,Understand the relationship between different factors of a number,219.0,Factors and Highest Common Factor,B,"If you can connect dots to draw a regular octagon in a ring of equally spaced dots, which other regular shape can you definitely draw?",Equilateral triangle,Square,Pentagon,Hexagon,2417.0,,2417.0,2417.0,
207,207.0,1276.0,Simplify algebraic expressions to maintain equivalence by collecting like terms involving non-linear variables,50.0,Expanding Single Brackets,B,"\(
x(3 x-5)+6(2 x-3) \equiv P x^{2}+Q x+R
\)

What is the value of \( R \) ?",\( -23 \),\( -18 \),\( -8 \),\( -3 \),373.0,,373.0,220.0,
208,208.0,639.0,Use direct proportion to solve non-unitary missing amounts in problems (e.g. recipes),243.0,Direct Proportion,B,"Twelve rulers cost \( 96 p \).
How much do five rulers cost?",\( 89 p \),\( 40 p \),\( 8 p \),\( £ 4.80 \),2320.0,,901.0,1028.0,
209,209.0,2228.0,Convert from minutes to seconds,209.0,Time,C,"Order the times from shortest to longest.
A:  8 minutes
B:  8 minutes 40 seconds
C:  8 \(
\frac{1}{2}
\) minutes
D:  500 seconds ","\( A, B, C, D \)","\( D, C, A, B \)","\( A, D, C, B \)","\( B, D, C, A \)",,,,1995.0,
210,210.0,223.0,Round numbers between 0 and 1 to one significant figure,215.0,Rounding to Significant Figures,C,"Round this number to \( 1 \) significant figure:
\( 0.8532 \)",\( 1 \),\( 0 \),\( 0.9 \),\( 0.8 \),2392.0,,,1379.0,
211,211.0,3319.0,"Solve problems involving converting between fractions, decimals and percentages",238.0,Converting between Fractions and Percentages,C,\( 0.6=\frac{3}{5}=? \% \),\( 50 \% \),\( 35 \% \),\( 60 \% \),\( 6 \% \),,1786.0,,1632.0,
212,212.0,1035.0,Represent a linear inequality in the form x ≤ a or x ≥ b (and other sign arrangements) on a numberline,165.0,Inequalities on Number Lines,C,Which of the following diagrams represents \( x<-1 \) or \( x \geq 2 \) ?,![Number line from -5 to 5. Open circle at -1 with arrow to the left. Open circle at 2 with arrow to the right. ](),![Number line from -5 to 5. Closed circle at -1 with arrow to the left. Closed circle at 2 with arrow to the right. ](),![Number line from -5 to 5. Open circle at -1 with arrow to the left. Closed circle at 2 with arrow to the right. ](),![Number line from -5 to 5. Closed circle at -1 with arrow to the left. Open circle at 2 with arrow to the right. ](),,,,550.0,
213,213.0,3130.0,Find the reciprocal of a fraction,247.0,Laws of Indices,A,What is the reciprocal of \( -\frac{1}{3} \) ?,\( -3 \),\( -0.333 \ldots \),\( 3 \),\( \frac{1}{3} \),,1557.0,1251.0,947.0,
214,214.0,1274.0,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just two linear variables,251.0,Simplifying Expressions by Collecting Like Terms,A,"Which answer shows the following calculation using the correct algebraic convention?

\(
a+6+a+j+5+j+j
\)",\( 11+2 a+3 j \),\( 6+5+2 a+3 j \),\( 6+2 a+5+3 j \),\( 11+a^{2}+j^{3} \),,436.0,436.0,1644.0,
215,215.0,2008.0,Read an integer on a scale where the required measurement is marked by a dash between two numbers,210.0,Ordering Negative Numbers,A,"What is the value of B? ![A vertical number-line with 7 horizontal, equally spaced, dashes representing the position of numbers. ""-8"" next to the bottom dash and ""4"" next to the top dash are the only numbers marked on the line. An arrow, labelled ""B"" is pointing at the dash that is 2 below the ""4"" label and 4 above the ""-8"" label. ]()",\( 0 \),\( 2 \),\( -12 \),\( -4 \),,2053.0,,2053.0,
216,216.0,954.0,Identify parallel lines written in the form y = mx + c,262.0,Parallel Lines,B,"Tom and Katie are arguing about parallel lines.

Tom says \( \boldsymbol{y}=\mathbf{2 x}+\mathbf{3} \) and \( \boldsymbol{y}=\mathbf{3 x}+\mathbf{2} \) are parallel. 

Katie says \( \boldsymbol{y}=\mathbf{2 x}+\mathbf{3} \) and \( \boldsymbol{y}=\mathbf{2 x}-\mathbf{3} \) are parallel.

Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,2037.0,,2037.0,,
217,217.0,1467.0,"Solve one-step linear equations requiring multiplication or division, involving positive decimals",64.0,Linear Equations,C,"Solve the equation:
\(
0.15=0.5 p
\)",\( p=-0.35 \),\( p=\frac{10}{3} \),\( p=0.3 \),\( p=0.75 \),1190.0,2359.0,,,
218,218.0,3403.0,Given a situation sketch an appropriate non linear real life graph,244.0,Indirect (Inverse) Proportion,C,Which of the following graphs is most likely to represent the change in journey time against average speed?,![A straight line graph starting at the origin and travelling right with a positive gradient.](),"![A curved graph that starts at the origin. As you move right it travels steeply up, then levels off]()","![A curved graph that starts up and right of the origin. As you move right it travels steeply down, then levels off. but never reaches the x-axis.]()",![A straight line graph starting partway up the y-axis and travelling right with a negative gradient until it hits the x-axis.](),99.0,99.0,,1860.0,
219,219.0,2792.0,Identify the mode from a frequency table,340.0,Averages and Range from Frequency Table,A,"This table shows the number of pets a group of students owns.

What is the modal number of pets owned? \begin{tabular}{|c|c|}
\hline Number of pets & Frequency \\
\hline \( 0 \) & \( 9 \) \\
\hline \( 1 \) & \( 6 \) \\
\hline \( 2 \) & \( 3 \) \\
\hline \( 3 \) & \( 2 \) \\
\hline \( 4 \) & \( 3 \) \\
\hline
\end{tabular}",\( 0 \),\( 2 \),\( 3 \),\( 4 \),,1264.0,1364.0,1186.0,
220,220.0,2687.0,"Enlarge a shape, with a centre of enlargement given, by a positive scale factor bigger than 1, where the centre of enlargement lies on the edge or outside of the object",94.0,Enlargement,A,"The triangle is enlarged by scale factor \( 3 \), with the centre of enlargement at \( (1,0) \).
What are the new coordinates of the point marked \( T \) ? ![A coordinate grid with the x-axis going from -1 to 10 and the y-axis going from -1 to 7.
3 points are plotted and joined with straight lines to form a triangle. The points are (1,1), (1,4) and (3,1). Point (3,1) is labelled as T.
Point (1,0) is also plotted.]()","\( (7,3) \)","\( (1,3) \)","\( (6,4) \)","\( (9,3) \)",,,306.0,36.0,
221,221.0,2774.0,Calculate the range from a list of data,339.0,Range and Interquartile Range from a List of Data,A,"What is the range of this set of data?
\[
5 \mathrm{~cm}, 19 \mathrm{~cm}, 6 \mathrm{~cm}, 2 \mathrm{~cm}
\]",\( 17 \mathrm{~cm} \),\( 19 \mathrm{~cm} \),\( 3 \mathrm{~cm} \),\( 21 \mathrm{~cm} \),,1177.0,1677.0,691.0,
222,222.0,1052.0,Describe the solution to a graphical inequality involving a single diagonal line,167.0,Graphing Linear Inequalities (Shading Regions),C,"Which inequality is represented by the shaded region? ![Graph showing four quadrants with a straight line going from the top left to the bottom right. The line goes through (-4, 4) (-3, 3) (-2, 2) and so on]()",\( y>x \),\( y<x \),\( y>-x \),\( y<-x \),1139.0,,,1880.0,
223,223.0,3119.0,Use brackets to write function machines as calculations,33.0,BIDMAS,B,"Here is a function machine
\( input\Rightarrow +2 \Rightarrow \times 3 \Rightarrow output\)
The input is \( 5 \).
Which calculation gives the correct output?",\( 5 \times 3+2 \),\( 3(5+2) \),\( 5(3+2) \),\( 5+2 \times 3 \),77.0,,2270.0,2532.0,
224,224.0,2580.0,"Given the area of a square, calculate a missing dimension",246.0,"Square Roots, Cube Roots, etc",C,"A square has an area \( 64 \mathrm{~mm}^{2} \)

What is the length of one side of the square?",\( 16 \mathrm{~mm} \),\( 32 \mathrm{~mm} \),\( 8 \mathrm{~mm} \),\( 4096 \mathrm{~mm} \),982.0,828.0,,,
225,225.0,699.0,"Given information about one part, work out the whole",241.0,Sharing in a Ratio,B,"The ratio of cars to bikes in a housing estate is \( 5: 2 \)
If there are \( \mathbf{7 0} \) cars, how many vehicles (cars and bikes) are there in total?",\( 72 \),\( 98 \),\( 90 \),\( 28 \),806.0,,,,
226,226.0,3179.0,Given a sketch of a linear graph solve f(x) = n,64.0,Linear Equations,A,"This is the graph of
\[
y=0.5 x-2
\]

According to the graph, what is the solution to:
\[
0.5 x-2=1
\] ![Graph showing straight line with y intercept (0,-2) and x intercept (4,0)]()",\( x=6 \),\( x=-1.5 \),\( x=4 \),\( x=2 \),,1291.0,57.0,,
227,227.0,3033.0,Use inequality notation to order a negative and a positive integer,165.0,Inequalities on Number Lines,C,"One of these pairs of numbers does not fit 
the inequality \( d \leq h \)

Can you find which pair?",\( \begin{array}{l}d=4 \\ h=4\end{array} \),\( \begin{array}{c}d=-4\\h=4\end{array} \),\( \begin{array}{c}d=2 \\ h=-4\end{array} \),\( \begin{array}{c}d=-2 \\ h=2\end{array} \),1828.0,1828.0,,1828.0,
228,228.0,1378.0,"Given a midpoint and a coordinate work out the position of the other coordinate, where all the values are integers but at least one is negative",408.0,Midpoint Between Two Co-ordinates,A,"Tom and Katie are arguing about midpoints.
\( M \) is the midpoint between points \( P \) and \( Q \).

Tom says if you know the location of \( M \) only, then there is more than one possible location for \( \mathrm{P} \) and \( \mathrm{Q} \).

Katie says if you only know the locations of \( M \) and \( Q \), then there is more than one possible location for \( \mathrm{P} \).
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,,1726.0,1656.0,
229,229.0,1134.0,Continue linear sequences expressed as patterns by drawing the next pattern,171.0,Linear Sequences (nth term),A,"How many squares will the next term in this sequence have? ![A diagram showing the first 3 patterns in a sequence. 
Pattern 1 contains 3 squares in this arrangement :.  
Pattern 2 contains 5 squares in this arrangement ::.
Pattern 3 contains 7 squares in this arrangement :::.]()",\( 9 \),\( 8 \),\( 10 \),\( 14 \),,834.0,1055.0,1055.0,
230,230.0,579.0,Express one quantity as a percentage of another mentally,233.0,Percentages of an Amount,B,What is \( 50 \mathrm{~m} \) as a percentage of \( 5 \mathrm{~km} \) ?,\( 100 \% \),\( 1 \% \),\( 50 \% \),\( 10 \% \),1596.0,,2039.0,2132.0,
231,231.0,3072.0,"Sketch, or identify a sketch, of a line given in the form y = mx + c, where m is negative",259.0,Finding the Equation of a Line,A,Which of the following sketches could represent \( y=4-2 x \) ?,![A straight line graph that crosses the x axis to the right of the origin and crosses the y axis above the origin.](),![A straight line graph that crosses the x axis to the left of the origin and crosses the y axis below the origin.](),![A straight line graph that crosses the x axis to the left of the origin and crosses the y axis above the origin.](),![A straight line graph that crosses the x axis to the right of the origin and crosses the y axis below the origin.](),,2282.0,1499.0,1499.0,
232,232.0,3134.0,Identify factors of algebraic expressions,219.0,Factors and Highest Common Factor,A,"Tom and Katie are discussing factors

Tom says \( 3 \) is a common factor of \( 6 x \) and \( 9 y \)

Katie says \( x \) is a common factor of \( 6 x \) and \( 9 y \)

Who is correct?","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,,1554.0,1554.0,1554.0,
233,233.0,3132.0,Write algebraic expressions with correct algebraic convention,70.0,Writing Expressions,C,"Which answer shows the following calculation using the correct algebraic convention?
\(
2 \div(3+a \times b)
\)",\( \frac{2}{3}+a b \),\( \frac{2}{b(a+3)} \),\( \frac{2}{a b+3} \),\( \frac{2}{a \times b+3} \),1507.0,220.0,,1680.0,
234,234.0,2774.0,Calculate the range from a list of data,339.0,Range and Interquartile Range from a List of Data,C,"When finding the range of a data set, which step is never needed",Subtract the smallest number from the largest number.,Check the units of your answer,Add all the numbers together.,Write the numbers in ascending or descending order.,,2551.0,,397.0,
235,235.0,2948.0,Assign probabilities to single events using fractions,111.0,Probability of Single Events,D,"A box contains \( 10 \) coloured counters.

\( 3 \) of the counters are pink

\( 3 \) of the counters are blue

The rest of the counters are green

What is the probability of choosing a green counter?",\( 4 \),\( \frac{6}{10} \),\( \frac{1}{3} \),\( \frac{4}{10} \),1222.0,,2265.0,,
236,236.0,2298.0,Calculate the volume of a cuboid when the dimensions are given in different units,189.0,Volume of Prisms,B,"Which of the following calculations would give the volume of this cuboid? ![A cuboid with dimensions 60mm, 7cm and 5cm]()",\( 7 \times 5 \times 60 \),\( 7 \times 5 \times 6 \),\( 7+5+60 \),\( 7+5+6 \),877.0,,,1984.0,
237,237.0,1407.0,Expand two brackets with linear terms in the form (x + a)(x + b),51.0,Expanding Double Brackets,D,"What should replace the circle when these two brackets are
expanded and simplified?

\(
(p-3)(p+3) \equiv p^{2} \color{purple}\triangle\) \(p\)\(\color{green}\bigcirc
\)
",\(\color{green}\bigcirc\) = +6,"\(\color{green}\bigcirc\) = +0 
(no number term)",\(\color{green}\bigcirc\) = +9,\(\color{green}\bigcirc\) = -9,,2256.0,974.0,,
238,238.0,2258.0,Add column vectors each containing two elements,95.0,Translation and Vectors,A,\( \left(\begin{array}{l}2 \\ 3\end{array}\right)+\left(\begin{array}{c}-1 \\ 0\end{array}\right)= \),\( \left(\begin{array}{l}1 \\ 3\end{array}\right) \),\( \left(\begin{array}{c}-2 \\ 3\end{array}\right) \),\( \left(\begin{array}{c}-2 \\ 0\end{array}\right) \),\( \left(\begin{array}{l}3 \\ 3\end{array}\right) \),,,1145.0,,
239,239.0,3181.0,Recognise a quadratic graph from its shape,1171.0,Quadratic Graphs-Others,C,Tom and Katie are discussing quadratic graphs Tom says this could be the graph of a quadratic function ![A graph showing a positive parabola in the shape of a u]() Katie says this could be the graph of a quadratic function ![A graph showing a negative parabola in the shape of an upside down u]() Who is correct?,Only Tom,Only Katie,Both Tom and Katie,Neither is correct,951.0,1806.0,,1133.0,
240,240.0,2585.0,"Given the area of a trapezium, calculate a missing dimension",75.0,Area of Simple Shapes,A,"The area of this trapezium is \( 40 \mathrm{~cm}^{2} \).

What is the value of \( a \) ? ![A trapezium with the parallel sides labelled with 2cm and a and the height labelled with 8cm]()",\( 8 \mathrm{~cm} \),\( 3 \mathrm{~cm} \),\( 7 \mathrm{~cm} \),\( 4 \mathrm{~cm} \),,2353.0,,,
241,241.0,479.0,Calculate the square root of a number,246.0,"Square Roots, Cube Roots, etc",D,\( \sqrt{-16}=? \),\( -4 \),\( 4 \),\( -8 \),No real solutions,2042.0,2042.0,,,
242,242.0,877.0,Multiply amounts of money up to £10,41.0,Basic Money,B,"Alicia wants to buy some bottles of water.
Each bottle of water costs \( £ 1.65 \)
Alicia has \( £ 10 \) to spend.
What is the greatest number of bottles can she buy?",\( 10 \),\( 6 \),\( 16 \),\( 7 \),,,,1158.0,
243,243.0,1045.0,Solve linear inequalities in one variable where the unknown appears on boths sides of the equation,166.0,Solving Linear Inequalities,C,"Solve
\[
3 n+2 \geq 4 n-5
\]",\( -3 \geq n \),\( 1 \geq n \),\( 7 \geq n \),\( n \geq 7 \),1214.0,1214.0,,811.0,
244,244.0,3406.0,Substitute into simple formulae given in words,67.0,Substitution into Formula,D,"A theme park charges \( £ 8 \) entry fee and then \( £ 3 \) for every ride you go on.
Heena goes on \( 5 \) rides.
How much does she pay in total?",\( £ 55 \),\( £ 15 \),\( £ 11 \),\( £ 23 \),389.0,641.0,533.0,,
245,245.0,591.0,Increase a number by a given percentage mentally where the percent is a multiple of 10,234.0,Percentage Increase and Decrease,A,Increase \( 160 \) by \( 30 \% \),\( 208 \),\( 190 \),\( 48 \),\( 4800 \),,2206.0,1313.0,531.0,
246,246.0,3504.0,Continue a sequence involving triangle numbers,173.0,Other Sequences,C,"Here are two consecutive triangle numbers: \( 153,171, \ldots \) What is the next triangle number in the sequence?",\( 188 \),\( 189 \),\( 190 \),\( 324 \),2446.0,2250.0,,1410.0,
247,247.0,71.0,Solve problems that combine addition and subtraction,206.0,Written Subtraction,B,"At the start of the day, there was \( £ 1,456 \) in the till. \( £ 7,347 \) was taken and \( £ 4,377 \) was handed out. How much money was left?","\( £ 13,180 \)","\( £ 4,426 \)","\( £ 2,970 \)","\( £ 10,268 \)",2009.0,,791.0,1787.0,
248,248.0,3181.0,Recognise a quadratic graph from its shape,1171.0,Quadratic Graphs-Others,D,Which of the following is an example of a quadratic graph?,![A graph showing a straight line from top left to bottom right.](),"![A graph showing a curve that starts in the bottom left, moves steeply up and right, levels off briefly, then continues steeply up and right.]()","![A graph with two curves. One curve is in the positive x, positive y quadrant. It starts at the top close to the y axis, as we move right it drops very quickly towards the x axis then levels off to travel almost parallel to the x axis.
The other curve is in the negative x, negative y quadrant. It starts at the top left close to the x axis, as we move right it drops very quickly towards the y axis then becomes almost vertical to travel almost parallel to the y axis. ]()","![A graph that starts in the top left, drops steeply down as you move right, briefly levels off, then steeply up back to the same level as the starting point, forming a symmetrical U shape.]()",1133.0,694.0,332.0,,
249,249.0,1446.0,Recognise whether you need to add or subtract linear equations in order to eliminate a variable,63.0,Simultaneous Equations,B,"Tom and Katie are discussing this pair of simultaneous equations: \( \begin{array}{l}3 x-2 y=8 \\ 3 x+y=14\end{array} \) Tom says if you add the two equations together you will eliminate a variable

Katie says if you subtract the two equations together you will eliminate a variable

Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,1233.0,,930.0,,
250,250.0,221.0,Round numbers greater than 1 to two significant figures,215.0,Rounding to Significant Figures,C,"\(
180.5672
\)

What is the second significant figure in the number above?",\( 7 \),\( 2 \),\( 8 \),\( 6 \),380.0,380.0,,1460.0,
251,251.0,1446.0,Recognise whether you need to add or subtract linear equations in order to eliminate a variable,63.0,Simultaneous Equations,A,"What do you need to do to eliminate the \( q \)s in each of these pairs of simultaneous equations?
\begin{array}{cc}
  Pair 1 & Pair 2 \\
\( 2p-4q=6 \) & \( 2p-4q=6 \)\\
\( 7p+4q=9 \) & \( 7p-4q=9 \)
\end{array}
","Add Pair \( 1 \)
Subtract Pair \( 2 \)","Add Pair \( 1 \)
Add Pair \( 2 \)","Subtract Pair \( 1 \)
Add Pair \( 2 \)","Subtract Pair \( 1 \)
Subtract Pair \( 2 \)",,1233.0,,1420.0,
252,252.0,987.0,Know that the factorised form of a quadratic is useful for finding where the curve crosses the x-axis,266.0,Sketching from Factorised Form,B,\( y=(x-3)(x-5) \) Where does this curve intercept the \( x \) axis?,"\( (3,5) \)","\( \begin{array}{c}(3,0) \\ \text { and } \\ (5,0)\end{array} \)","\( \begin{array}{c}(-3,0) \\ \text { and } \\ (-5,0)\end{array} \)","\( \begin{array}{c}(3,5) \\ \text { and } \\ (-3,-5)\end{array} \)",1168.0,,2436.0,1168.0,
253,253.0,1744.0,Find missing angles using angles on a straight line,181.0,"Basic Angle Facts (straight line, opposite, around a point, etc)",C,"What is the size of angle \( k \) ? ![Three angles which meet to form a straight line. They are labelled 46 degrees, 115 degrees and k.]()",\( 46^{\circ} \),\( 65^{\circ} \),\( 19^{\circ} \),Not enough information,2365.0,1707.0,,725.0,
254,254.0,2758.0,Calculate the mean as an average from a list of data,102.0,"Averages (mean, median, mode) from a List of Data",A,"When calculating the mean of the following numbers which calculation will give the correct answer?
\[
0,1,3,4,7
\]",\( \frac{1+3+4+7}{5} \),\( 0+1+3+4+7 \div 5 \),\( \frac{1+3+4+7}{4} \),None of them,,1507.0,1623.0,491.0,
255,255.0,423.0,Convert from improper fractions to mixed number fractions,229.0,Converting Mixed Number and Improper Fractions,A,"Convert this into a mixed number fraction:
\(
\frac{13}{5}
\)",\( 2 \frac{3}{5} \),\( 1 \frac{3}{5} \),\( 3 \frac{2}{5} \),\( 13 \frac{1}{5} \),,893.0,1492.0,20.0,
256,256.0,3382.0,Use area to write algebraic expressions,50.0,Expanding Single Brackets,A,The area of these shapes are equal. Which of these is correct? ![An image of two rectangles. The top one is blue and has the dimensions - side length: 4 and base 3x -2. The bottom one is yellow and has the dimensions - side length: 2 and base 5x + 2.](),\( 12 x-8=10 x+4 \),\( 12 x-2=10 x+2 \),\( 8+6 x-4=4+10 x+4 \),\( 4+3 x-2=2+5 x+2 \),,220.0,982.0,828.0,
257,257.0,2040.0,Convert from kilometers to miles,195.0,Length Units,A,\( 3 \) miles \( \approx 5 \mathrm{~km} \) \( 30 \mathrm{~km} \approx \square \) miles,\( 18 \),\( 9 \),\( 28 \),\( 50 \),,,306.0,,
258,258.0,3316.0,Recognise and use efficient methods for mental multiplication,204.0,Mental Multiplication and Division,D,"Tom and Katie are discussing mental multiplication strategies.
Tom says \( 15 \times 42=154 \times 2 \)
Katie says \( 15 \times 42=(15 \times 4)+(15 \times 2) \)
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,2051.0,488.0,,,
259,259.0,3065.0,Convert from hours to minutes,209.0,Time,A,\( 3 \) hours is the same as ___________ minutes,\( 180 \),\( 90 \),\( 30 \),\( 300 \),,737.0,767.0,161.0,
260,260.0,1098.0,Write the next term of a descending integer linear sequence,1173.0,Sequences-Others,A,"What is the next term in this sequence?


\[
18, \quad 11, \quad 4, \quad \ldots
\]",\( -3 \),\( -2 \),\( -7 \),Not enough information,,,1720.0,2472.0,
261,261.0,2240.0,Change minutes into decimals of hours (e.g. 90 minutes = 1.5 hours),209.0,Time,C,\( 90 \) minutes is the same as _________ hours,\( 9 \),\( 1.9 \),\( 1.5 \),\( 1.3 \),767.0,,,427.0,
262,262.0,331.0,Identify factors of a number,219.0,Factors and Highest Common Factor,B,"\[
1,2,4,8
\]
These are the only factors of...",\( 1 \),\( 8 \),\( 16 \),\( 64 \),,,131.0,,
263,263.0,435.0,Subtract proper fractions with different denominators which do not share a common factor,230.0,Adding and Subtracting Fractions,C,"\(
\frac{2}{3}-\frac{1}{10}=\frac{\bigstar}{30}
\)
What should replace the star?",\( 13 \),\( 19 \),\( 17 \),\( 1 \),,2234.0,,172.0,
264,264.0,3032.0,Understand inequality notation,165.0,Inequalities on Number Lines,D,"Which of the following shows "" \( x \) is greater than or equal to \( 6 \) ""?",\( x>6 \),\( x \leq 6 \),\( x<6 \),\( x \geq 6 \),1660.0,1880.0,,,
